prompt_idx,layer,zone,layer_delta,cumulative_delta,projected_logit_diff,baseline_logit_diff,flip_layer
25,23,late,4.47392463684082,9.29012393951416,18.41512393951416,9.125,
25,24,late,18.54172420501709,27.83184814453125,36.95684814453125,9.125,
25,25,late,30.338390350341797,58.17023849487305,67.29523849487305,9.125,
26,10,early,0.307837963104248,0.307837963104248,4.932837963104248,4.625,
26,11,early,0.8418235778808594,1.1496615409851074,5.774661540985107,4.625,
26,12,early,-0.15625,0.9934115409851074,5.618411540985107,4.625,
26,13,early,-0.0625,0.9309115409851074,5.555911540985107,4.625,
26,14,early,0.4375,1.3684115409851074,5.993411540985107,4.625,
26,15,early,0.34375,1.7121615409851074,6.337161540985107,4.625,
26,16,early,0.09375,1.8059115409851074,6.430911540985107,4.625,
26,18,mid,-0.375,1.4309115409851074,6.055911540985107,4.625,
26,19,mid,0.25,1.6809115409851074,6.305911540985107,4.625,
26,21,mid,-0.59375,1.0871615409851074,5.712161540985107,4.625,
26,22,mid,-1.5198841094970703,-0.4327225685119629,4.192277431488037,4.625,
26,23,late,0.2611236572265624,-0.1715989112854005,4.4534010887146,4.625,
26,24,late,-0.1354627609252924,-0.3070616722106929,4.317938327789307,4.625,
