feature_id,hac_ward_abs_k2,hac_ward_abs_k3,hac_ward_abs_k4,hac_ward_abs_k5,hac_ward_abs_k6,hac_complete_abs_k2,hac_complete_abs_k3,hac_complete_abs_k4,hac_complete_abs_k5,hac_complete_abs_k6,hac_complete_signed_k2,hac_complete_signed_k3,hac_complete_signed_k4,hac_complete_signed_k5,hac_complete_signed_k6,hac_average_abs_k2,hac_average_abs_k3,hac_average_abs_k4,hac_average_abs_k5,hac_average_abs_k6,hac_average_signed_k2,hac_average_signed_k3,hac_average_signed_k4,hac_average_signed_k5,hac_average_signed_k6,spectral_abs_k2,spectral_abs_k3,spectral_abs_k4,spectral_abs_k5,spectral_abs_k6,spectral_signed_k2,spectral_signed_k3,spectral_signed_k4,spectral_signed_k5,spectral_signed_k6,kmeans_abs_k2,kmeans_abs_k3,kmeans_abs_k4,kmeans_abs_k5,kmeans_abs_k6,kmeans_group_k2,kmeans_group_k3,kmeans_group_k4,kmeans_group_k5,kmeans_group_k6,gmm_group_k2,gmm_group_k3,gmm_group_k4,gmm_group_k5,nmf_k2,nmf_k3,nmf_k4,nmf_k5,nmf_k6,cocluster_k2,cocluster_k3,cocluster_k4,cocluster_k5,cocluster_k6,louvain_abs_t30,louvain_abs_t50,bipartite_louvain,coimp_louvain,signed_laplacian_k2,signed_laplacian_k3,signed_laplacian_k4,signed_laplacian_k5,signed_laplacian_k6,residual_kmeans_k2,residual_kmeans_k3,residual_kmeans_k4,residual_kmeans_k5,residual_kmeans_k6,contrastive_k2,contrastive_k3,contrastive_k4,contrastive_k5,contrastive_k6,level_stability_L1,agglo_coimp_k14,agglo_coimp_k15,agglo_coimp_k16,agglo_coimp_k17
L17_F122323,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,5,1,2,1,1,1,0,1,1,1,0,1,1,3,1,5,1,2,1,3,0,0,3,4,4,0,0,0,0,0,4,4,1,4,1,1,1,4,5,1,2,3,0,2,0,2,2,0,5,1,9,10,9,11
L17_F124365,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,5,1,2,1,1,1,0,1,1,1,0,1,1,3,1,5,1,2,1,3,0,0,0,4,4,0,0,0,0,0,4,4,1,4,1,1,1,4,5,1,2,3,0,2,0,2,2,0,5,1,9,10,9,11
L17_F13821,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,5,1,2,1,1,1,0,1,1,1,0,1,1,3,1,5,1,2,1,3,0,0,3,4,4,0,0,0,0,0,4,4,1,4,1,1,1,4,5,1,2,3,0,2,0,2,2,0,5,1,9,10,9,11
L17_F140342,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,5,1,2,1,1,1,0,1,1,1,0,1,1,3,1,5,1,2,1,3,0,0,0,4,4,0,0,0,0,0,4,4,1,4,1,1,1,4,5,1,2,3,0,2,0,2,2,0,5,1,9,10,9,11
L17_F142046,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,5,1,2,1,1,1,0,1,1,1,0,1,1,3,1,5,1,2,1,3,0,0,3,4,4,0,0,0,0,0,4,4,1,4,1,1,1,4,5,1,2,3,0,2,0,2,2,0,5,1,9,10,9,11
L17_F153539,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,5,1,2,1,1,1,0,1,1,1,0,1,1,3,1,5,1,2,1,3,0,0,0,4,4,0,0,0,0,0,4,4,1,4,1,1,1,4,5,1,2,3,0,2,0,2,2,0,5,1,9,10,9,11
L17_F153993,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,5,1,2,1,1,1,0,1,1,1,0,1,1,3,1,5,1,2,1,3,0,0,0,4,4,0,0,0,0,0,4,4,1,4,1,1,1,4,5,1,2,3,0,2,0,2,2,0,5,1,9,10,9,11
L17_F154955,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,5,1,2,1,1,1,0,1,1,1,0,1,1,3,1,5,1,2,1,3,0,0,3,4,4,0,0,0,0,0,4,4,1,4,1,1,1,4,5,1,2,3,0,2,0,2,2,0,5,1,9,10,9,11
L17_F22166,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,5,1,2,1,1,1,0,1,1,1,0,1,1,3,1,5,1,2,1,3,0,0,1,4,4,0,0,0,0,0,4,4,1,4,1,1,1,4,5,1,2,3,0,2,0,2,2,0,0,1,9,10,9,11
L17_F63126,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,5,1,2,1,1,1,0,1,1,1,0,1,1,3,1,5,1,2,1,3,0,0,0,4,4,0,0,0,0,0,4,4,1,4,1,1,1,4,5,1,2,3,0,2,0,2,2,0,5,1,9,10,9,11
L17_F65388,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,5,1,2,1,1,1,0,1,1,1,0,1,1,3,1,5,1,2,1,3,0,0,1,4,4,0,0,0,0,0,4,4,1,4,1,1,1,4,5,1,2,3,0,2,0,2,0,3,0,1,9,10,9,11
L17_F6720,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,5,1,2,1,1,1,0,1,1,1,0,1,1,3,1,5,1,2,1,3,0,0,1,4,4,0,0,0,0,0,4,4,1,4,1,1,1,4,5,1,2,3,0,2,0,2,2,0,0,1,9,10,9,11
L17_F71129,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,5,1,2,1,1,1,0,1,1,1,0,1,1,3,1,5,1,2,1,3,0,0,0,4,4,0,0,0,0,0,4,4,1,4,1,1,1,4,5,1,2,3,0,2,0,2,2,0,0,1,9,10,9,11
L17_F91390,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,0,0,5,1,2,1,1,1,0,1,1,1,0,1,1,3,1,5,1,2,1,3,0,0,0,4,4,0,0,0,0,0,4,4,1,4,1,1,1,4,5,1,2,3,0,2,0,2,2,0,0,1,9,10,9,11
L18_F100148,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F106139,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F108180,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,2,0,3,3,0,7,8,7,9
L18_F118333,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F121313,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F122441,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F123586,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F152260,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F155462,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F15953,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F161367,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F21349,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F35752,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F41804,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F47369,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F61271,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L18_F88446,0,0,0,0,0,1,2,3,4,5,0,0,0,0,1,1,2,3,4,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,0,0,0,4,1,1,0,8,0,2,0,0,1,0,1,1,1,1,0,0,0,3,3,0,7,8,7,9
L19_F114972,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F130590,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F133226,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F134604,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F139404,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F146343,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F148791,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F161562,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F25394,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F36630,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F37376,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F39488,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F41536,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F43940,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F44438,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F44808,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F67847,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F94584,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F96827,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L19_F9948,1,2,3,4,5,1,2,3,4,5,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,3,2,2,0,0,3,4,3,1,2,3,2,2,0,0,1,0,4,0,1,0,2,1,2,3,3,5,0,0,0,0,4,1,1,0,9,0,2,0,0,1,0,1,1,1,1,1,0,3,1,1,0,14,15,15,17
L20_F103045,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F117855,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,0,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F121993,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F12213,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F127458,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F136575,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F154271,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F18705,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F2889,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F3438,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F45238,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F56180,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F58760,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F71502,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F72939,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F80071,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F8900,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F92734,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L20_F93472,0,0,0,1,1,1,1,2,2,2,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,2,3,1,1,2,1,1,5,0,1,1,1,5,1,2,2,1,3,1,0,2,0,0,2,2,4,4,0,0,0,0,0,4,4,1,10,1,1,1,1,0,1,2,3,0,3,0,2,2,0,5,2,5,6,5,6
L21_F101234,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F107586,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F12280,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F124357,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F130027,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
L21_F137515,1,2,3,4,4,1,2,3,4,5,1,1,1,2,3,1,2,3,4,5,1,2,3,4,4,0,0,3,3,1,1,1,2,2,2,1,2,0,3,1,0,0,0,3,2,1,1,3,4,1,2,2,2,2,0,1,1,3,5,3,3,0,11,1,1,1,1,4,1,2,0,4,4,1,1,1,2,2,2,2,3,2,3
